name,rooms,area,district,floor,uprice,sprice,age
延吉东路115弄,3,47.4,80,6,65400,310,30
韵都城,4,97.73,80,17,77253,755,10
圣骊河滨苑,5,131.68,9,24,87332,1150,8
控江路110号,2,33.9,80,5,58407,198,8
国和路611弄,3,67.87,10,6,61883,420,22
城市名园,4,113.27,10,30,56060,635,12
杭州路107弄,2,33.45,9,7,77727,260,33
渭南路149号,1,33.79,9,7,68067,230,30
韵都城,5,113.32,80,32,75008,850,13
银龙新村,3,62.21,9,7,69120,430,28
韵都城,4,98.0,80,17,75000,735,10
控江路59弄,2,53.65,42,6,55731,299,30
合生江湾国际公寓,4,108.55,87,11,79226,860,10
韵都城,4,95.75,80,17,73107,700,10
密云小区,2,42.25,171,6,98224,415,31
控江路740弄,4,46.18,80,5,69294,320,39
世和园,3,69.18,10,17,72275,500,14
荣丰花园,3,81.44,9,6,74901,610,22
密云小区,2,40.0,171,6,100000,400,33
控江路1200弄,1,33.8,80,5,81360,275,16
控江绿苑,2,34.74,42,6,56131,195,34
明丰苑,3,77.0,42,6,62987,485,20
国定路600弄,3,49.73,16,6,64347,320,32
工农三村,2,35.39,10,6,55948,198,26
凤城二村,2,36.5,80,6,58904,215,36
安图新村,2,32.54,181,6,66072,215,39
三门路358弄,2,40.8,16,7,53431,218,22
延吉七村,3,69.34,181,14,59850,415,30
长白三村,2,49.65,181,6,67472,335,34
双辽新村,1,27.36,171,6,70175,192,39
公交新村,2,31.03,171,7,83789,260,23
龙腾公寓,3,77.68,10,6,66941,520,18
控江七村,3,55.76,80,5,62769,350,35
双辽支路70弄,3,56.63,171,7,68868,390,26
现代星洲城,4,99.75,42,16,81704,815,14
星惠佳苑,4,104.5,9,6,72248,755,16
大连路1188弄,2,47.85,171,7,68965,330,25
林绿家园,5,114.34,16,6,76963,880,10
控江东三村,2,51.1,181,5,61643,315,24
宝地东花园,4,99.89,42,26,90099,900,9
民星一村,1,39.76,10,6,46529,185,29
锦丽斯公寓,5,120.85,42,15,70335,850,17
翔殷路491弄,1,38.45,181,6,55916,215,24
张家浜小区,3,41.02,42,7,65821,270,24
欧洲凯城园,4,91.45,9,17,89666,820,15
佳龙花园,3,62.42,181,11,89714,560,13
宝地东花园,4,104.55,42,25,91822,960,11
张家浜小区,1,27.0,42,7,68518,185,25
公园3000黄兴花园,4,100.63,181,5,79499,800,15
双阳路594弄,2,35.94,181,6,90428,325,27
控江路1200弄,1,32.81,80,5,83815,275,16
紫罗兰家苑,4,97.33,80,17,89900,875,12
合生高尔夫公寓,4,94.68,42,11,85023,805,7
文化花园香榭丽苑,5,126.0,16,6,62301,785,18
双辽支路70弄,4,70.76,171,7,62182,440,26
延吉五村,2,36.27,181,6,60656,220,31
唐山路1380弄,2,31.09,42,2,62721,195,28
开鲁二村,3,61.25,10,6,55510,340,26
东岸新里,3,76.58,181,13,74431,570,6
林绿家园,4,82.98,16,6,77127,640,10
金鹏花园,3,70.94,42,24,69072,490,19
翔殷路491弄,2,49.02,181,6,61199,300,25
浣纱五村,3,89.71,181,25,63538,570,20
百兴花园,3,81.17,9,24,62215,505,20
铁路新村(杨浦),3,53.09,16,6,70634,375,31
南茶园,3,57.12,16,6,73529,420,21
开鲁三村,3,54.98,10,5,56384,310,26
鞍山四村第三小区,2,47.23,171,6,74105,350,14
惠民路714弄,3,56.65,9,7,67078,380,22
新江湾时代花园,4,87.34,87,6,70986,620,17
延吉三村,3,49.47,181,6,60642,300,34
林绿家园,5,101.0,16,6,74257,750,10
新翔公寓,3,80.64,10,19,59523,480,22
佳龙花园,4,90.23,181,14,88108,795,12
国和苑,3,56.0,10,6,56250,315,20
海运大厦,3,81.31,42,18,61493,500,24
开鲁三村,3,75.54,10,18,48980,370,21
松苑小区,3,78.12,181,7,59907,468,22
三湘世纪花城三期,4,105.55,16,12,71530,755,14
恒阳花苑,4,82.47,171,27,81241,670,12
凤城二村,1,35.69,80,7,61641,220,18
政立路830弄,3,57.3,16,6,61954,355,21
凤城二村,2,35.59,80,5,60410,215,16
海尚佳园,3,105.97,42,18,76436,810,11
公园3000黄兴花园,4,99.66,181,11,75255,750,14
锦杨苑,4,98.48,9,6,71080,700,19
百兴花园,4,105.97,9,24,63036,668,20
宏翔公寓,2,55.84,181,5,44770,250,18
控江一村,4,90.35,80,6,71942,650,18
梅林小区,2,37.43,10,6,52097,195,34
建新小区,2,36.92,16,6,70422,260,36
东森花园,9,236.49,87,11,71884,1700,10
控江东三村,1,34.94,181,6,58958,206,24
阳明新城,4,79.37,42,35,79123,628,20
霍兰公寓,3,81.04,9,29,64165,520,24
安图路6弄,2,44.98,80,6,60026,270,36
南茶园,4,80.15,16,6,69868,560,22
文化名园,5,108.92,16,6,59676,650,15
九龙仓玺园,5,145.36,87,11,92872,1350,5
欧洲凯城园,5,137.48,9,15,82484,1134,15
市益大楼,3,75.0,16,6,67333,505,22
海尚佳园,3,79.41,42,17,76816,610,11
辽阳大楼,3,71.22,42,18,65290,465,21
北茶园,3,59.2,16,6,67567,400,20
控江东三村,3,51.4,181,6,66147,340,24
大运盛城,5,121.02,80,16,73954,895,16
同济新村,3,78.4,171,6,79081,620,20
佳龙花园,5,134.97,181,14,81499,1100,13
银河经典苑,6,121.08,42,6,67723,820,18
延吉中路117弄,2,39.2,80,6,57397,225,32
新中源大楼,3,67.2,42,18,62500,420,25
椰泰公寓,3,88.69,10,15,67087,595,16
新江湾佳苑,5,86.55,16,8,85499,740,8
霍兰公寓,3,76.61,9,29,67223,515,24
民星路568弄,3,75.9,10,6,55335,420,20
民欣苑,2,47.76,10,6,55485,265,19
仁德路152弄,2,53.44,16,6,49775,266,24
三湘世纪花城,5,130.98,16,11,71003,930,15
新翔公寓,3,80.64,10,19,53323,430,22
大运盛城,5,108.89,80,11,73101,796,17
延吉中路117弄,3,57.2,80,6,60314,345,32
东方名园,5,131.84,80,16,91019,1200,14
百兴花园,5,105.97,9,24,54732,580,20
华升新苑,4,96.4,42,17,72614,700,16
大运盛城,5,113.18,80,11,73776,835,17
华升新苑,4,116.22,42,17,73137,850,16
鞍山八村,1,32.87,171,6,74536,245,36
城市名园,3,81.41,10,30,56504,460,12
飞虹路723弄,2,52.16,42,6,69976,365,36
黄兴绿园,5,129.09,181,14,65845,850,12
开鲁三村,3,59.28,10,6,56511,335,25
控江东三村,2,35.08,181,6,61288,215,24
凤城三村,2,29.8,80,5,57046,170,29
工农三村,2,42.49,10,6,56483,240,26
水电新村,3,52.0,87,6,46153,240,23
沧州路180弄,2,55.1,181,6,72595,400,30
延吉东路130弄,1,35.79,181,6,55881,200,34
航天小区,2,44.17,16,6,67919,300,27
时运苑,2,43.49,42,6,57484,250,21
市光三村,2,44.55,10,6,51627,230,24
安波路200弄,5,104.72,181,6,65412,685,18
长海二村,2,56.1,10,6,54367,305,21
合生江湾国际公寓,4,90.68,87,18,79069,717,5
控江路59弄,2,37.46,42,6,48051,180,30
城市名园,3,71.71,10,24,56477,405,12
控江路59弄,2,52.09,42,6,63351,330,30
城市方园,3,69.95,10,33,54324,380,6
华润置地橡树湾,6,258.0,87,20,77519,2000,4
眉州路515弄,2,37.37,9,7,53518,200,28
工农三村,2,38.88,10,6,48868,190,24
双阳一村,3,38.28,42,7,76280,292,24
平凉小区,3,78.65,42,19,59504,468,19
民欣苑,4,80.47,10,7,49707,400,19
国年路25弄,2,51.61,16,6,62003,320,31
时运苑,5,125.0,42,20,52000,650,18
松花一村,1,31.74,181,6,66162,210,36
国和二村,3,52.39,10,6,57262,300,25
内江二村,3,79.79,42,24,60157,480,24
双辽路200弄,1,33.37,42,7,73419,245,27
国定路600弄,2,33.12,16,6,64009,212,30
鞍山三村,2,31.85,171,5,75353,240,15
浣纱六村,3,71.29,181,7,63122,450,21
开鲁路382弄,2,42.08,10,6,53469,225,28
国定路700弄,2,46.55,16,6,64446,300,29
工农三村,2,48.69,10,6,56479,275,26
荣丰花园,2,50.18,9,6,77720,390,22
杨家宅小区,3,74.67,42,6,62943,470,26
恒阳花苑,5,115.31,171,28,84988,980,11
君叶公寓,4,105.73,10,7,64314,680,19
鞍山六村,2,36.37,171,5,70112,255,53
泰鸿苑,4,94.33,42,7,79508,750,16
幸福村小区,3,32.0,42,7,68750,220,28
明园大楼,4,91.0,9,22,67032,610,27
新中源大楼,3,91.06,42,18,60399,550,25
宝钢又一村,4,100.45,42,20,72175,725,18
密云小区,1,27.54,171,6,125272,345,31
绿地海珀璞晖,5,126.41,87,18,98884,1250,3
国和一村,3,53.88,10,6,57535,310,26
三门路358弄,3,53.75,16,7,55441,298,22
张家浜小区,1,36.92,42,7,69068,255,25
双辽支路70弄,2,41.0,171,7,66341,272,28
国顺路375弄,2,51.41,16,6,65162,335,31
浣纱三村,3,66.4,181,6,62499,415,22
三门路358弄,3,66.8,16,7,56137,375,22
控江六村,2,33.7,181,5,79525,268,51
鞍山四村第一小区,1,36.65,171,6,72578,266,36
密云小区,3,37.2,171,6,120967,450,31
国年路25弄,2,50.59,16,6,63846,323,31
鞍山四村第三小区,1,28.77,171,5,69516,200,48
财大小区,2,38.19,16,6,60225,230,25
杨浦欣园,4,76.32,181,17,72064,550,12
靖宇东路85弄,4,60.76,181,7,72416,440,22
控江五村,1,22.26,181,4,67385,150,60
荣丰花园,4,82.0,9,6,74390,610,22
文化花园香榭丽苑,6,155.92,16,11,61890,965,18
潘阳小区,3,67.68,10,6,55407,375,22
华升新苑,5,113.3,42,11,75904,860,16
三门路358弄,3,62.16,16,7,53088,330,22
凤城二村,2,37.48,80,6,68036,255,35
香阁丽苑,4,95.27,181,14,90059,858,13
长白三村,1,33.42,181,4,56253,188,24
凤城二村,2,39.88,80,6,62688,250,32
汇元坊,4,94.68,181,11,75834,718,15
兰花新村,3,47.26,181,6,67710,320,34
新江湾佳苑,5,87.61,16,8,78758,690,7
宏翔公寓,4,85.7,181,6,56942,488,18
铁路新村(杨浦),1,32.0,16,7,71250,228,32
兰花新村,1,29.04,181,6,70592,205,34
南茶园,2,40.51,16,6,68625,278,22
凤城四村,1,31.05,80,6,69243,215,30
世和园,3,72.93,10,17,61017,445,14
四平路2065弄,2,33.81,16,6,68914,233,36
荣丰花园,4,90.02,9,6,67762,610,19
密云小区,2,39.0,171,6,108974,425,27
长白三村,2,37.01,181,5,49986,185,7
尚浦名邸,4,123.16,87,17,89314,1100,3
汇丰苑,3,70.75,16,6,69257,490,20
恒阳花苑,5,106.68,171,28,84364,900,11
怡佳苑,4,87.69,181,6,56448,495,22
泰宝华庭(公寓),5,89.0,87,8,82022,730,6
恒阳花苑,3,66.15,171,25,78609,520,12
鞍山四村第一小区,2,49.39,171,6,65802,325,10
加州水郡,4,121.44,87,20,83168,1010,7
新江湾佳苑,4,85.57,16,8,82973,710,8
凤城六村,3,52.99,80,6,75485,400,22
明月坊,3,60.39,42,28,77827,470,4
宝地东花园,4,99.88,42,16,88105,880,5
金源佳苑,4,100.86,42,6,68411,690,13
保辉香景园,5,155.19,87,17,93433,1450,5
百兴花园,3,80.17,9,24,64862,520,20
控江七村,2,42.5,80,5,68235,290,36
昆明路1268弄,2,39.01,42,7,58959,230,26
银河经典苑,4,86.71,42,6,63775,553,18
明月坊,3,64.6,42,34,75851,490,4
民治路12弄,2,50.33,42,5,54639,275,37
殷行一村,3,49.0,10,6,56122,275,32
合生江湾国际公寓,4,107.82,87,14,76052,820,10
兴浦新村,2,48.34,10,6,47579,230,23
国和路610弄,2,54.83,10,6,56903,312,22
国和路500弄,3,68.0,10,7,56617,385,22
长海三村,2,34.68,10,5,60553,210,23
城市名园,3,86.69,10,30,56292,488,12
明丰阳光苑,4,87.35,10,6,69834,610,14
绿景家苑,4,94.57,181,6,68203,645,16
开鲁一村,3,59.28,10,6,59041,350,24
延吉七村,3,50.08,181,6,61900,310,32
市光一村,2,52.85,10,6,59602,315,30
万佳苑,4,93.57,181,16,74810,700,12
铁岭大楼,3,55.05,171,5,71934,396,38
工农四村联银公寓,5,117.42,10,7,56889,668,18
国和一村,2,43.28,10,6,61229,265,24
靖宇南路5弄,3,54.3,80,6,82872,450,30
殷行二村,2,32.37,10,6,71053,230,34
新凤城,9,205.67,80,6,121553,2500,13
上海大花园,5,163.0,42,18,73619,1200,13
佳龙花园,3,98.85,181,11,81436,805,13
现代星洲城,4,98.58,42,11,84195,830,15
文化花园香榭丽苑,5,122.49,16,7,67760,830,18
铁岭大楼,3,73.22,171,18,74433,545,23
建新小区,2,42.67,16,6,65619,280,30
工农三村,3,51.55,10,6,56838,293,25
三湘世纪花城,4,91.78,16,6,74634,685,15
佳泰花园,5,125.86,181,11,71508,900,16
新江湾时代花园,4,87.24,87,6,67629,590,17
开鲁一村,2,41.58,10,6,55315,230,25
政通路100弄,3,74.93,16,7,69131,518,20
控江西三村,2,51.06,181,6,61692,315,24
靖宇南路5弄,3,32.0,80,6,100000,320,30
公园3000黄兴花园,2,65.35,181,17,88752,580,14
凤城三村,2,33.57,80,5,63151,212,33
长海二村,3,56.28,10,6,62899,354,21
延吉六村,3,70.13,181,14,57749,405,30
新凤城,3,74.06,80,25,90467,670,12
工农四村星源绿苑,3,79.98,10,6,56264,450,21
和平花苑,5,112.09,171,34,77616,870,20
铁路新村(杨浦),2,41.05,16,6,72594,298,35
新翔公寓,3,87.0,10,18,54022,470,22
仁德路67弄,3,58.0,16,6,59482,345,23
工农四村星源公寓,3,67.49,10,6,56304,380,20
铁路新村(杨浦),2,36.65,16,6,66848,245,32
沧州路180弄,3,57.02,181,6,72781,415,30
双花公寓,3,51.2,181,6,68359,350,33
中原纪联小区,3,58.22,10,6,55822,325,21
抚顺路363弄,1,29.5,171,6,81355,240,35
三湘世纪花城三期,5,134.22,16,12,70779,950,14
水月坊,2,46.0,42,28,73478,338,6
内江路476弄,2,40.36,42,5,59464,240,32
市光一村,2,43.41,10,6,56438,245,22
鞍山四村第三小区,2,47.76,171,6,76423,365,14
闸殷小区,3,80.38,10,5,52873,425,20
彰武路120弄,4,94.2,171,18,66878,630,27
东方名城,4,122.0,10,11,59836,730,13
星惠佳苑,4,104.0,9,11,77884,810,16
文化花园香榭丽苑,5,136.0,16,11,69117,940,15
大运盛城,4,98.04,80,16,73949,725,15
海上硕和城,4,97.28,181,18,89946,875,9
百兴花园,4,105.97,9,24,63225,670,20
同济新村,3,55.1,171,7,89292,492,24
控江东三村,2,51.0,181,6,61764,315,24
长海一村,2,41.6,10,6,56490,235,23
内江一村,3,45.43,42,5,44023,200,11
国和二村,2,42.1,10,6,59382,250,29
广远新村,2,35.13,42,4,48391,170,61
控江二村107弄小区,2,35.69,181,5,61081,218,21
工农二村,2,41.74,10,6,52707,220,28
双辽新村,3,46.98,171,6,65985,310,39
杨家宅小区,3,63.03,42,6,65048,410,27
和平花苑,4,90.25,171,34,69806,630,20
辽源三村,1,38.85,171,6,66924,260,30
市光三村,3,57.56,10,6,53856,310,24
工农四村星源公寓,3,68.19,10,6,55726,380,19
市京一村,1,36.7,10,6,55858,205,22
唐山路1280弄,3,50.0,42,7,74000,370,25
凤城路91弄,3,55.3,80,5,59674,330,41
鞍山四村第一小区,2,51.13,171,6,72364,370,36
政民路230弄,1,38.17,16,6,64972,248,29
国和一村,2,40.0,10,6,60000,240,24
同济北苑,5,137.0,16,10,62627,858,17
凤城二村,1,36.45,80,4,54595,199,29
鞍山四村第二小区,3,44.0,171,5,75000,330,37
延吉五村,2,35.77,181,6,61504,220,31
黄兴路118号,3,78.59,42,18,62348,490,20
控江五村,4,50.78,181,4,62032,315,60
控江东三村,2,51.67,181,6,60963,315,24
铁岭大楼,2,35.0,171,5,70000,245,38
控江四村,2,48.62,181,6,69930,340,32
林绿家园,2,48.45,16,6,67698,328,31
控江路2026弄,3,57.0,171,6,84210,480,33
市光一村,2,52.85,10,6,59602,315,30
控江路1200弄,3,46.7,80,5,83511,390,17
新江湾时代花园,3,61.14,87,4,80143,490,17
松花江路95弄,3,88.4,181,7,61651,545,19
众和新苑,5,119.98,42,7,60843,730,19
密云小区,2,32.02,171,6,118675,380,27
黑山小区,2,36.57,10,6,68908,252,31
黑山小区,1,35.25,10,6,63829,225,32
政立路830弄,2,51.0,16,6,62745,320,21
国和一村,4,98.46,10,6,57383,565,21
开鲁路382弄,2,42.08,10,6,55846,235,28
仁德路67弄10支弄,2,44.96,16,6,58941,265,20
延吉六村,3,62.71,181,14,63785,400,30
眉州路515弄,1,30.67,9,7,62601,192,23
合生高尔夫公寓,4,96.41,42,21,89202,860,7
文化花园香榭丽苑,5,131.07,16,6,59891,785,15
延吉七村,2,47.4,181,6,64345,305,31
文化花园香榭丽苑,5,132.2,16,6,68835,910,15
长阳新苑,5,118.19,9,9,76148,900,19
延吉四村,3,47.4,181,6,63291,300,32
控江路802弄,2,42.52,80,5,64675,275,24
安图新村,2,50.93,181,5,60867,310,39
控江五村,2,45.5,181,5,58241,265,28
政立路830弄,3,57.3,16,6,66317,380,21
延吉四村,2,51.0,181,6,68627,350,32
凤六新苑,4,113.75,80,11,70329,800,16
民星二村,2,38.2,10,6,56282,215,27
民星二村,3,70.02,10,18,58554,410,24
凤六新苑,5,141.84,80,11,71912,1020,16
凤城二村,3,57.0,80,7,63157,360,16
香阁丽苑,6,168.61,181,11,85997,1450,13
时运苑,3,67.14,42,6,53619,360,21
延吉东路555弄,2,39.35,80,5,44472,175,59
双辽新村,4,67.24,171,6,66924,450,30
浣纱三村,4,80.31,181,6,68484,550,20
荣丰花园,4,83.15,9,6,71918,598,22
荣丰花园,2,50.18,9,6,83698,420,22
公交新村,4,98.84,171,6,80938,800,22
殷行路718弄,4,105.93,10,6,52865,560,9
延吉六村,3,69.82,181,14,57290,400,30
泰鸿新苑,3,78.23,80,14,88840,695,11
政民路295号,1,31.15,16,6,63563,198,31
开鲁二村,3,58.52,10,6,54682,320,26
信通浦皓园,3,85.07,42,15,92864,790,11
国定路601弄,2,36.68,16,7,66248,243,33
控江路1200弄,3,46.77,80,5,82317,385,17
兰花教师公寓,4,84.87,181,6,70460,598,18
双阳路50弄,2,54.3,42,24,67219,365,22
凤城路104弄,3,68.86,80,7,57798,398,20
仁德路152弄,3,78.63,16,6,50871,400,24
石油大楼,4,82.98,171,15,68088,565,33
鞍山八村,3,56.27,171,6,79082,445,36
龙腾公寓,5,100.08,10,6,61950,620,18
鞍山三村,2,37.21,171,5,72561,270,15
控江四村,3,53.87,181,6,60330,325,34
延吉中路320弄,3,48.88,181,6,64443,315,32
敦化路3弄,3,63.39,80,5,58053,368,33
长眉小区,2,35.89,42,7,68264,245,23
张家浜小区,2,50.86,42,7,68816,350,24
财大小区,2,38.19,16,6,62581,239,25
和平花苑,6,196.31,171,12,84560,1660,12
杨浦欣园,4,77.0,181,17,71428,550,12
三门路358弄,2,41.76,16,7,46695,195,22
新江湾时代花园,5,97.0,87,6,75773,735,17
开鲁四村,3,55.96,10,6,58970,330,25
同济西苑,4,84.34,171,21,81218,685,18
双阳路291弄,2,44.07,42,6,68073,300,28
眉州路515弄,3,45.69,9,7,69599,318,25
市光三村,3,57.9,10,6,53540,310,23
控江七村,2,50.71,80,6,65075,330,25
双阳一村,3,65.62,42,7,65528,430,25
兰花新村,2,26.52,181,6,79185,210,35
鞍山六村,1,32.0,171,5,65625,210,59
凤城三村,2,48.07,80,6,55127,265,6
双辽路200弄,3,35.44,42,7,76185,270,27
浣纱三村,3,67.59,181,6,66577,450,22
控江二村107弄小区,1,34.42,181,5,63916,220,21
双阳路293弄,2,38.17,42,6,58422,223,34
世晶花苑,5,107.26,10,11,65261,700,14
敦化路6弄,2,37.86,80,5,64712,245,20
国顺路375弄,1,34.48,16,6,66705,230,31
引翔港小区,1,30.37,42,6,62561,190,30
凤城三村,1,28.26,80,5,59447,168,29
大连西路40弄,2,44.42,171,18,101305,450,26
工农四村星源绿苑,3,68.6,10,6,55685,382,21
鞍山八村,3,55.65,171,6,74573,415,33
开鲁二村,3,66.31,10,6,55044,365,21
长海二村,2,40.56,10,6,59664,242,23
国定路555弄,3,63.16,16,6,64914,410,29
东岸新里,3,76.09,181,18,76225,580,6
海尚佳园,3,79.14,42,17,87187,690,11
大运盛城,5,123.17,80,11,74693,920,17
市京一村,1,36.72,10,6,58551,215,22
三门路358弄,2,41.36,16,7,51982,215,23
开鲁三村,3,49.12,10,6,58021,285,26
工农四村星源绿苑,4,91.09,10,6,57086,520,21
黄兴雅苑,5,116.17,16,11,75751,880,14
金源佳苑,4,90.11,42,6,74353,670,13
张家浜小区,2,45.7,42,7,66083,302,20
凤城路104弄,2,31.32,80,7,69604,218,20
三门路48弄,3,52.0,10,4,61538,320,28
长海一村,3,60.77,10,6,57594,350,22
万登花苑,4,88.82,9,5,74532,662,20
潘阳小区,3,54.76,10,6,54054,296,23
明德公寓,3,96.16,9,18,57196,550,17
泰鸿新苑,6,157.02,80,17,70054,1100,11
东方名城,7,201.1,10,10,69617,1400,13
长白三村,3,51.0,181,5,64705,330,34
开鲁三村,3,57.83,10,6,51876,300,24
公交新村,4,58.0,171,7,81896,475,23
文化花园香榭丽苑,5,126.7,16,11,67087,850,18
航天小区,3,63.36,16,6,67866,430,27
密云小区,2,52.68,171,6,92065,485,27
松益公寓,3,86.39,181,24,57877,500,22
工农四村星源花苑,4,108.25,10,6,53579,580,18
东方名城,5,147.9,10,11,67613,1000,13
四平路2065弄,2,41.67,16,5,71994,300,36
双辽路200弄,2,38.0,42,6,70000,266,34
控江一村,4,83.5,80,6,83233,695,18
国顺路395弄,3,53.95,16,6,63948,345,34
开鲁五村,3,49.09,10,7,57038,280,25
控江路1197弄,3,73.93,42,7,67631,500,20
仁恒怡庭,7,329.16,87,5,83545,2750,6
嘉禄新苑,6,149.28,9,11,60289,900,12
新江湾时代花园,5,96.85,87,6,68869,667,17
控江五村,2,46.77,181,5,60936,285,41
国定路700弄,4,87.12,16,6,61524,536,29
东方名城,4,101.04,10,11,71258,720,14
大连路1188弄,3,42.74,171,7,62002,265,25
松花一村,1,35.87,181,5,41817,150,61
政通路305弄,3,52.0,16,6,62500,325,36
佳木斯路154弄,2,46.0,181,5,57608,265,35
林绿家园,3,57.67,16,6,78030,450,10
双阳路50弄,3,66.81,42,24,64810,433,21
市光一村,2,57.94,10,18,55229,320,23
市光路60弄,3,61.1,10,4,63829,390,24
控江四村,2,54.12,181,4,57280,310,30
浣纱五村,3,95.71,181,25,59554,570,20
兰花教师公寓,6,95.89,181,6,72583,696,17
密云小区,4,79.4,171,6,76574,608,27
海上海新城(公寓),4,98.11,171,26,99887,980,10
欧洲凯城园,4,104.0,9,11,78846,820,15
杨树浦路3061弄,2,51.63,42,6,49970,258,34
安图新村,3,45.94,181,6,62037,285,39
佳木斯路110弄,2,60.74,181,6,54329,330,29
国年路135弄,4,67.22,16,6,74382,500,36
财大小区,2,41.1,16,6,66423,273,25
翔殷四村,3,67.74,10,6,60230,408,20
国定路700弄,3,59.53,16,6,67193,400,29
台益公寓,3,85.85,181,24,65230,560,19
同济新村,4,78.03,171,3,80738,630,63
国定路601弄,2,37.69,16,6,61024,230,33
锦都玫瑰园,5,132.15,10,18,71888,950,10
财大小区,2,47.06,16,6,68635,323,25
英达苑,4,114.7,171,32,73234,840,13
开鲁二村,2,41.87,10,6,52065,218,26
国定路600弄,3,55.4,16,6,60288,334,32
海尚佳园,3,79.01,42,17,79736,630,11
杨家宅小区,2,51.64,42,6,61967,320,25
张家浜小区,2,52.23,42,7,62224,325,28
富天苑,5,93.58,42,6,73199,685,16
和平花苑,4,90.25,171,34,73130,660,20
公园3000黄兴花园,2,65.35,181,17,89977,588,14
国和一村,3,61.34,10,6,54613,335,26
黑山小区,1,35.41,10,6,66365,235,31
海运大厦,3,81.31,42,18,68872,560,24
怡福苑,4,74.68,16,25,75656,565,12
国和二村,2,43.7,10,6,58352,255,26
凤城三村,1,34.11,80,5,64497,220,29
市光二村,3,63.7,10,18,59654,380,20
海上海新城(公寓),5,151.79,171,23,89465,1358,10
兰花新村,2,35.31,181,6,66836,236,34
鞍山四村第三小区,1,35.49,171,5,67624,240,29
帆升公寓,5,124.76,42,10,70375,878,14
金宇名邸,5,118.52,181,18,75936,900,10
翔顺公寓,3,71.45,181,6,67179,480,19
仁德苑,5,127.02,16,11,69280,880,16
东田公寓,4,104.52,42,24,64580,675,18
工农四村星源公寓,2,56.62,10,6,55634,315,20
控江二村,6,146.37,80,6,58072,850,18
三湘世纪花城三期,4,117.47,16,12,63846,750,14
许昌路1350弄,3,58.37,42,7,64245,375,19
霍兰公寓,3,92.96,9,29,64543,600,24
双花公寓,3,88.15,181,19,67838,598,26
宏翔公寓,3,77.29,181,6,58222,450,18
华晖绿苑,6,197.27,9,16,60424,1192,16
怡佳苑,4,100.21,181,6,58377,585,22
控江东三村,3,51.4,181,6,58365,300,24
紫罗兰家苑,4,99.04,80,17,92386,915,12
吉浦小区,2,73.35,16,20,55896,410,18
紫罗兰家苑,4,99.06,80,17,88835,880,12
怡佳苑,3,65.59,181,7,54886,360,22
四平路2100弄,3,47.61,16,6,73513,350,32
新江湾佳苑,5,89.1,16,8,82267,733,8
双辽支路70弄,2,41.54,171,7,64516,268,26
新凤城,4,102.47,80,24,92710,950,12
市光三村,2,43.0,10,6,51162,220,24
凤城六村,3,48.26,80,6,75631,365,21
双阳路604弄,3,66.13,181,7,75608,500,21
市光三村,1,38.41,10,6,48164,185,24
翔殷路491弄,3,45.62,181,6,64664,295,25
南茶园,4,77.96,16,6,71831,560,22
长海二村,2,55.1,10,6,58983,325,20
控江路1197弄,2,62.17,42,20,57905,360,23
阳明新城,3,66.9,42,35,78475,525,20
宏翔公寓,4,106.56,181,6,61936,660,18
内江二村,3,69.12,42,24,62934,435,28
望春都市家园,5,133.78,181,9,67274,900,18
凤城路104弄,2,51.0,80,7,71960,367,20
浦江风景苑,5,136.1,9,8,72005,980,14
靖宇大楼,4,110.32,181,20,56200,620,20
双阳路291弄,2,27.48,42,6,69141,190,32
同济新村,1,33.95,171,6,85419,290,33
莱茵半岛,4,121.94,10,14,67246,820,15
仁恒怡庭,7,344.32,87,5,81319,2800,6
飞虹路1047弄,2,37.56,42,6,62566,235,34
政熙路68弄,3,70.68,16,7,66496,470,23
明园村小区,1,29.0,9,6,77586,225,39
北茶园,2,48.2,16,6,69502,335,19
东方名园,5,129.97,80,17,86173,1120,14
控江五村,1,21.7,181,4,66820,145,60
潘阳小区,3,54.76,10,6,56245,308,23
佳龙花园,4,102.93,181,18,80637,830,13
城市丽园,5,143.26,80,16,80971,1160,12
控江路1200弄,2,49.37,80,4,80818,399,35
许昌路1200号,2,43.76,42,6,68555,300,34
合生高尔夫公寓,4,96.09,42,11,91580,880,7
城浦公寓,2,62.15,181,7,62751,390,16
茗苑,3,82.28,16,7,66844,550,20
国和一村,3,56.85,10,6,55408,315,28
安图新村,2,48.56,181,6,61779,300,39
双阳路604弄,3,65.5,181,7,72519,475,21
双阳公寓,5,106.68,42,14,65148,695,16
协友公寓,4,100.96,16,22,57448,580,14
安居花苑,4,81.54,42,7,67451,550,18
文化佳园,5,118.0,181,11,83050,980,15
松花江路105号,4,138.85,181,20,50414,700,17
吉浦小区,3,100.82,16,20,53560,540,18
翔殷路505弄,5,130.31,181,15,59089,770,18
长海四村,3,59.44,10,6,62247,370,22
长海四村,3,57.28,10,6,60230,345,22
秦家弄小区,3,47.8,9,7,72175,345,30
财富公寓,5,102.51,16,16,75114,770,12
杨浦欣园,4,95.37,181,17,76543,730,12
文化名园,3,61.92,16,6,73481,455,14
华升公寓,5,115.35,42,34,56350,650,20
石油大楼,3,71.34,171,15,71488,510,33
浣纱六村,4,109.0,181,7,55963,610,21
海上硕和城,5,134.98,181,18,88013,1188,9
惠民新苑,4,98.07,9,6,73416,720,19
延吉中路14弄,2,40.2,181,6,60945,245,31
