name,rooms,area,district,floor,uprice,sprice,age
汇成五村,2,59.1,上海南站,6,67681,400,24
百汇园,4,126.28,徐汇滨江,30,118783,1500,1
尚海湾豪庭,5,170.19,徐汇滨江,37,108702,1850,8
尚海湾豪庭,4,115.74,徐汇滨江,36,120960,1400,4
龙南三四村,4,86.79,龙华,6,59914,520,23
舒乐公寓,3,99.7,华东理工,18,51153,510,21
花苑村桂花园,3,61.52,康健,6,66644,410,28
杜鹃园,3,65.0,康健,6,69230,450,25
盛华景苑,2,63.06,华泾,32,49159,310,4
长陇苑,2,47.85,华东理工,6,50156,240,22
华侨公寓,4,114.4,徐家汇,7,111888,1280,59
书香逸居,4,98.45,长桥,8,85119,838,10
长桥七村,3,57.64,长桥,6,56384,325,25
康健路25弄,3,60.28,康健,5,64698,390,36
梅陇九村,4,82.15,华东理工,6,48691,400,23
长桥四村,3,58.62,长桥,6,62265,365,28
华容小区,3,73.11,龙华,18,84803,620,20
罗城小区,3,81.92,上海南站,6,63476,520,20
上中路100弄,3,37.68,上海南站,6,111464,420,36
东方巴黎,5,128.87,衡山路,37,112516,1450,17
楼园小区,4,64.87,上海南站,6,62432,405,24
舒乐公寓,3,86.21,华东理工,18,56257,485,21
柿子湾小区,2,58.65,徐家汇,6,95481,560,26
田林七村,2,40.0,田林,6,66250,265,35
西木小区,2,40.63,斜土路,6,81220,330,35
东荡小区,3,71.12,上海南站,6,60461,430,23
田林十二村,1,41.22,田林,6,77632,320,31
肇嘉浜路691弄,3,44.64,徐家汇,5,87141,389,43
丰三小区,3,54.37,龙华,6,75409,410,23
梅陇三村,3,52.14,华东理工,6,64250,335,25
远雄徐汇园,3,74.96,斜土路,25,106723,800,5
徐汇世家花园,4,94.88,田林,35,93486,887,3
三江小区,1,35.74,龙华,6,97929,350,23
橡胶小区,2,51.0,徐家汇,24,82352,420,24
凌云新村,3,66.07,华东理工,6,60239,398,22
徐汇玺庭,6,190.33,田林,25,78810,1500,3
田林十二村,3,51.2,田林,6,83984,430,30
裕德大厦,3,69.98,徐家汇,20,97170,680,19
交大公寓,4,129.04,徐家汇,26,81370,1050,18
钦江大楼,3,70.89,漕河泾,16,68839,488,20
大木小区,2,38.07,斜土路,6,86682,330,34
凯歌公寓,3,52.5,徐家汇,25,102857,540,25
万科华尔兹,3,97.0,田林,11,95876,930,16
南宜花苑,3,68.81,徐家汇,7,85743,590,21
漕溪四村,2,44.55,万体馆,6,77441,345,31
茶陵路345弄,1,35.32,斜土路,6,83522,295,26
田林十四村,1,43.47,田林,18,78214,340,29
宛平路8弄,4,84.47,徐家汇,6,115425,975,22
宛平南路65弄,2,33.42,徐家汇,7,95751,320,21
双晖小区,3,74.66,斜土路,18,88400,660,21
海斯大厦,4,88.91,徐家汇,16,100101,890,21
田林四村,2,39.2,田林,6,65051,255,34
田林十四村,3,73.61,田林,18,84227,620,29
远雄徐汇园,3,69.0,斜土路,22,124637,860,5
海上华庭,4,117.78,康健,13,78111,920,13
康乐小区(徐汇),1,38.64,康健,4,69875,270,25
挹翠苑,3,79.69,植物园,6,72782,580,18
虹梅小区,3,89.88,漕河泾,6,64307,578,22
金牛苑,3,67.92,上海南站,6,61837,420,20
凌云新村,2,50.23,华东理工,7,59725,300,22
宛平南路170弄,3,56.1,徐家汇,6,82887,465,35
田林十一村,3,49.0,田林,6,82653,405,32
龙南七村,3,73.22,龙华,6,59956,439,23
申晖小区,4,80.86,斜土路,6,82364,666,22
田林新苑,1,41.83,田林,18,68132,285,29
延庆路54弄,3,93.89,衡山路,4,108637,1020,69
音苑小区,3,66.9,衡山路,5,114349,765,38
徐家汇花园,2,59.91,徐家汇,34,113503,680,13
东平路2号,3,48.28,衡山路,6,130488,630,37
尊园,5,139.19,徐家汇,31,96989,1350,14
金龙花苑牡丹园,2,42.1,龙华,6,77197,325,23
万科华尔兹,4,97.67,田林,11,99109,968,16
爱邦大厦,5,161.35,徐家汇,29,49519,799,28
乌中小区,2,58.51,衡山路,24,100837,590,26
樱花园(徐汇),3,73.52,康健,6,61207,450,24
田林十一村,1,34.67,田林,6,82203,285,32
茶陵路65弄,2,50.61,斜土路,5,77059,390,37
梅陇七村,3,57.11,华东理工,6,59534,340,24
东泉小区,2,40.6,植物园,6,65270,265,23
乾骏大厦,3,78.06,龙华,32,85190,665,14
东航公寓,4,89.68,徐家汇,24,75825,680,18
襄阳南路277弄,3,66.95,建国西路,6,116504,780,27
田林五村,2,36.55,田林,6,69767,255,30
东安一村,2,29.9,徐家汇,4,76923,230,61
梅陇四村,2,50.31,华东理工,6,58040,292,23
长春新苑,2,55.83,田林,6,72541,405,21
滨江小区,4,89.19,徐汇滨江,6,59984,535,19
华容小区,2,40.81,龙华,18,80862,330,20
肇嘉浜路853弄,3,64.92,徐家汇,7,87800,570,21
佳安公寓,5,152.91,徐家汇,34,75207,1150,17
田林九村,4,76.0,田林,6,65789,500,34
芝大厦,2,87.15,衡山路,21,93861,818,20
爱邦大厦,5,132.91,徐家汇,29,60191,800,28
田林新苑,3,66.79,田林,18,71867,480,29
东方曼哈顿,6,180.55,徐家汇,37,110772,2000,14
乐山四五村,3,48.48,徐家汇,7,78382,380,28
金龙花苑梅花园,2,58.99,龙华,5,76284,450,17
高安路9弄,3,56.01,衡山路,5,103552,580,68
中凯城市之光(徐汇),5,224.97,徐家汇,23,120016,2700,5
时运大楼,2,53.73,斜土路,17,82821,445,24
东安二村,4,79.17,徐家汇,6,69470,550,21
中凯城市之光(徐汇),7,403.91,徐家汇,33,123789,5000,5
虹桥乐庭,5,139.76,徐家汇,27,103749,1450,13
日晖六村,1,28.9,斜土路,5,62283,180,21
天际花园,5,176.28,徐家汇,29,93601,1650,16
虹桥丽园,5,138.07,徐家汇,18,86912,1200,17
江南新村(徐汇),2,40.4,斜土路,5,77970,315,35
宜仕怡家,4,106.38,万体馆,18,92592,985,15
上缝小区,2,39.14,龙华,6,71538,280,30
宛南三村,3,53.45,龙华,5,71468,382,34
王家堂小区,1,37.2,徐家汇,6,88709,330,34
东航公寓,5,104.35,徐家汇,24,67081,700,18
日晖二村,2,37.98,斜土路,6,76355,290,27
田林十二村,2,29.96,田林,6,100133,300,30
薛家宅小区,3,56.0,康健,7,75892,425,22
广厦公寓,4,114.86,田林,29,72261,830,17
零陵小区,2,46.95,徐家汇,5,83067,390,42
华东花苑,5,103.21,上海南站,7,58037,599,20
大木小区,1,38.5,斜土路,6,90909,350,35
茶陵路400弄,2,47.1,斜土路,6,79617,375,31
漕溪三村,3,66.98,万体馆,5,77635,520,24
乐山八九村,1,37.14,徐家汇,6,94238,350,26
泰莱大厦,2,52.0,斜土路,23,88461,460,11
花苑村梅花园,1,33.4,康健,6,70359,235,24
衡山路305号,3,82.25,衡山路,11,105775,870,81
小木桥路101弄,3,68.62,斜土路,6,71407,490,22
漕泾一村,2,34.99,康健,6,94312,330,31
中山新村,2,42.07,斜土路,6,71309,300,33
和平小区(徐汇),2,45.13,华东理工,6,59827,270,23
泰德苑,5,122.49,徐家汇,29,114295,1400,18
花苑村玉兰园,2,48.9,康健,6,67484,330,29
明园世纪城,8,277.8,建国西路,28,86393,2400,17
徐汇公寓,5,122.89,康健,18,69981,860,13
永福路147弄,4,84.56,衡山路,6,96972,820,30
斜土路1220号,2,38.18,斜土路,7,70717,270,32
钦州花苑,3,77.73,田林,30,60465,470,24
王家堂小区,3,58.86,徐家汇,6,84947,500,26
百汇园,5,215.46,徐汇滨江,30,102107,2200,9
天钥新村,3,67.12,万体馆,5,75983,510,57
麦克花园(公寓),5,116.67,上海南站,5,62569,730,22
中凯城市之光(徐汇),5,230.0,徐家汇,26,138695,3190,5
花苑村梅花园,4,73.94,康健,6,69651,515,24
双峰路8弄,2,48.08,徐家汇,7,74875,360,29
枫林新村,1,34.99,斜土路,6,76593,268,30
南宜花苑,3,66.02,徐家汇,6,84671,559,22
茶陵路400弄,2,38.73,斜土路,6,79524,308,31
爱建园,5,146.73,田林,9,89961,1320,13
康兴花园,6,170.41,康健,3,90957,1550,22
广汇花苑,4,136.7,徐家汇,27,63643,870,20
龙山新村,2,46.57,万体馆,6,63989,298,64
庆余公寓,5,110.16,徐家汇,19,89869,990,21
亚都国际名园,4,113.91,徐家汇,30,105346,1200,14
新汇公寓,4,119.66,徐家汇,19,74962,897,20
东方巴黎,5,143.95,衡山路,37,118096,1700,17
锦汇苑,4,94.26,徐家汇,29,99724,940,20
长桥一村,2,47.89,长桥,6,93965,450,28
光华绿苑,3,64.25,华泾,6,52918,340,14
馨宁公寓,4,101.0,华泾,26,61386,620,6
汇成三村,1,33.5,上海南站,6,68656,230,23
长桥四村,2,51.42,长桥,6,62232,320,28
长桥三村,2,41.8,长桥,6,62200,260,28
华滨家园,2,55.62,植物园,35,66522,370,5
长虹坊,3,68.83,康健,6,65378,450,26
馨宁公寓,3,62.44,华泾,29,59577,372,6
梅陇六村,1,47.13,华东理工,6,55166,260,27
汇成四村,3,58.4,上海南站,6,57363,335,23
梅陇十一村,3,67.24,华东理工,6,57257,385,23
紫阳花苑,2,43.9,华泾,6,48974,215,21
园南二村,3,61.44,植物园,6,74869,460,26
园南二村,3,73.68,植物园,18,68539,505,24
长桥二村,2,50.03,长桥,6,56965,285,33
汇成五村,2,39.4,上海南站,6,73604,290,23
长桥五村,3,66.33,长桥,24,69350,460,27
长桥三村,2,37.32,长桥,6,58949,220,32
梅陇九村,3,49.74,华东理工,6,61921,308,17
长桥三村,3,55.68,长桥,6,62859,350,28
梅陇五村,3,72.56,华东理工,18,58572,425,22
梅陇六村,3,63.5,华东理工,6,58267,370,27
东湾小区,1,40.78,华泾,6,49534,202,22
家乐苑,3,55.17,华东理工,6,59815,330,21
光华绿苑,3,72.0,华泾,6,48611,350,14
汇成二村,1,33.3,上海南站,6,63063,210,24
光华苑北区,4,101.77,上海南站,6,86469,880,15
紫薇园,2,50.0,康健,6,72000,360,25
舒城苑,4,91.25,华东理工,6,70684,645,15
华欣家园,1,42.0,华泾,7,50000,210,13
鑫隆花园,3,75.61,植物园,24,56870,430,18
东湾小区,4,79.33,华泾,6,47901,380,21
华泾四村,2,49.0,华泾,6,49387,242,20
牡丹园(徐汇),6,226.27,康健,2,132584,3000,16
紫阳花苑,3,55.0,华泾,6,45454,250,21
汇成二村,2,36.2,上海南站,6,65745,238,24
长海坊,3,55.69,康健,6,79188,441,27
长桥五村,3,55.17,长桥,6,79753,440,27
华泾四村,3,48.55,华泾,6,47373,230,22
梅陇九村,3,62.49,华东理工,6,56008,350,23
寿益坊,4,89.28,康健,6,69444,620,21
秀水苑(徐汇),5,120.2,华东理工,6,57237,688,14
汇成五村,2,38.5,上海南站,6,74025,285,24
长桥三村,2,48.21,长桥,6,60153,290,28
梅陇十一村,3,51.59,华东理工,6,58732,303,22
华泾五村,3,76.9,华泾,6,44993,346,22
东湾小区,2,40.78,华泾,6,44139,180,22
书香苑,3,71.8,华东理工,6,68245,490,20
长桥一村,3,66.7,长桥,6,68215,455,28
长桥二村,3,63.58,长桥,5,59609,379,33
阳光绿园,4,91.8,华东理工,6,77342,710,15
罗秀路1001弄,4,72.3,华东理工,6,60580,438,19
长海坊,4,72.0,康健,6,70833,510,27
汇成五村,1,33.5,上海南站,6,78208,262,23
梅陇五村,3,49.5,华东理工,6,51515,255,27
罗秀三村,2,53.0,植物园,6,56226,298,23
臻园(公寓)(徐汇),4,109.22,华泾,11,76817,839,10
东湾小区,2,49.35,华泾,6,48632,240,23
汇成一村,3,59.1,上海南站,6,58375,345,23
长桥四村,3,44.9,长桥,6,64587,290,29
华泾四村,2,48.14,华泾,6,49854,240,18
华欣家园,4,89.0,华泾,6,50561,450,13
紫阳花苑,3,80.89,华泾,6,50067,405,21
东湾小区,4,81.68,华泾,6,48971,400,21
梅陇十一村,2,48.37,华东理工,6,57887,280,23
樟树苑,5,97.03,徐汇滨江,6,62867,610,17
梅陇九村,2,45.32,华东理工,6,55163,250,23
梅陇十村,4,94.88,华东理工,24,66399,630,9
紫薇园,4,102.56,康健,24,61427,630,23
书香逸居,4,81.16,长桥,18,91177,740,10
龙州小区,2,54.92,华东理工,6,54624,300,23
长桥四村,3,58.64,长桥,6,55934,328,28
兴荣苑,4,74.78,华东理工,6,64856,485,18
华发小区,3,60.53,华泾,6,52040,315,21
陇南小区,2,47.64,华东理工,6,54575,260,23
光华绿苑,3,72.0,华泾,6,50694,365,14
松风花园,3,90.82,华东理工,20,60559,550,18
陇南小区,2,47.73,华东理工,6,55520,265,23
书香苑,3,67.8,华东理工,6,72271,490,20
园南三村,2,53.0,植物园,6,78301,415,25
紫薇园,3,58.0,康健,6,74137,430,25
园南二村,3,73.68,植物园,18,65146,480,24
长海坊,3,60.0,康健,6,75000,450,25
梅陇六村,2,40.33,华东理工,6,54549,220,27
长虹坊,3,68.03,康健,6,69087,470,26
梅陇十村,3,60.58,华东理工,6,53648,325,22
长丰坊,3,64.3,康健,6,70762,455,25
欣嘉苑,3,84.0,漕河泾,6,72619,610,15
梅陇十村,4,94.15,华东理工,24,65639,618,9
长桥一村,3,51.1,长桥,5,83757,428,30
罗秀三村,2,51.95,植物园,6,53897,280,23
长桥二村,3,47.98,长桥,5,58357,280,33
书香苑,4,98.54,华东理工,6,69514,685,18
徐汇新城(公寓),4,93.22,长桥,6,71872,670,12
梅陇九村,4,73.97,华东理工,6,51372,380,23
长桥三村,3,52.32,长桥,6,60206,315,28
花苑村紫竹园,3,58.11,康健,6,67114,390,27
紫薇园,3,71.1,康健,18,68917,490,24
华欣家园,2,54.34,华泾,7,50607,275,13
园南二村,4,76.6,植物园,6,77676,595,28
汇成一村,3,63.1,上海南站,6,53882,340,23
长陇苑,2,47.77,华东理工,6,56520,270,22
罗秀新村,4,71.99,长桥,6,58341,420,23
罗秀三村,3,58.64,植物园,6,57980,340,22
松风花园,4,114.0,华东理工,20,61403,700,18
园南二村,3,96.58,植物园,18,77655,750,18
梅陇六村,2,54.58,华东理工,6,54598,298,27
长丰坊,3,59.27,康健,6,68331,405,24
长桥三村,3,57.04,长桥,6,58730,335,28
梅陇五村,2,43.72,华东理工,6,57182,250,26
园南三村,4,81.87,植物园,6,75729,620,23
汇成四村,2,56.0,上海南站,6,58928,330,23
书香逸居,4,99.36,长桥,13,82528,820,10
罗秀三村,3,57.92,植物园,6,54040,313,23
长桥新村,3,50.52,长桥,5,50475,255,36
兴荣苑,3,66.43,华东理工,6,57203,380,18
汇成五村,2,39.4,上海南站,6,72335,285,23
罗秀二村,3,52.23,长桥,6,53609,280,22
园南二村,3,73.68,植物园,18,63517,468,24
书香逸居,5,125.58,长桥,13,95556,1200,10
星罗苑,5,132.93,长桥,6,90273,1200,12
长桥一村,3,66.75,长桥,6,70411,470,28
俞一小区,1,35.75,龙华,6,64335,230,30
寿昌坊,3,53.58,康健,6,55617,298,31
金海大厦,4,85.48,万体馆,26,72531,620,21
天钥新村,3,47.96,万体馆,5,80275,385,34
寿昌坊,3,53.0,康健,6,66037,350,31
西木小区,3,56.6,斜土路,4,70671,400,59
明辉苑,5,127.98,徐家汇,16,101578,1300,15
西木小区,2,44.72,斜土路,6,78264,350,33
寿祥坊,2,34.8,康健,6,76149,265,23
欣园新邨,3,62.72,康健,6,76530,480,23
仪表新村,3,50.36,田林,6,79229,399,36
斜土路1664弄,4,52.54,徐家汇,5,85649,450,42
新家坡美树馆,5,145.73,建国西路,37,86461,1260,18
长峰小区,2,54.2,徐汇滨江,6,58118,315,18
漕溪四村,3,62.74,万体馆,6,71724,450,35
东安一村,2,34.74,徐家汇,5,66206,230,59
花苑村玉兰园,3,57.72,康健,6,61503,355,29
谨斜小区,2,41.22,徐家汇,5,84910,350,40
吴兴大楼,4,83.58,衡山路,9,113663,950,24
华侨新村,5,123.0,徐家汇,4,68292,840,52
钦州路111弄,2,55.4,康健,7,74909,415,22
悦兴苑,4,79.19,龙华,6,74504,590,12
上海师大新村,3,47.0,康健,6,76595,360,30
小木桥路101弄,3,64.96,斜土路,6,74661,485,22
佳信徐汇公寓,3,106.4,万体馆,12,73308,780,19
泰安路27弄,2,53.92,衡山路,7,111275,600,33
明园小安桥,3,87.12,田林,17,95270,830,11
田林十四村,3,62.8,田林,18,79458,499,25
田林新苑,3,66.79,田林,18,70369,470,28
康健路100弄,2,36.39,康健,6,80241,292,54
周家湾小区,3,58.42,龙华,6,68298,399,33
梦蝶苑,4,111.58,龙华,24,80211,895,20
徐家汇花园,3,84.7,徐家汇,31,102715,870,13
漕泾一村,3,58.13,康健,6,74832,435,30
月季园(徐汇),3,82.1,康健,6,59683,490,26
瑞金南苑,4,110.34,斜土路,30,99691,1100,14
花苑村丁香园,3,65.0,康健,6,58769,382,25
科乐苑,4,108.0,徐家汇,24,86666,936,19
杜鹃园,2,47.56,康健,6,72539,345,27
龙吴路13弄,3,63.61,万体馆,6,66027,420,28
陕西南路372号,5,108.46,衡山路,4,90355,980,69
时运大楼,3,69.54,斜土路,17,81248,565,24
红旗教师公寓,3,73.99,徐家汇,24,94607,700,19
新家坡美树馆,6,198.0,建国西路,35,65656,1300,17
华富小区,4,83.89,万体馆,7,69138,580,22
金海大厦,4,86.47,万体馆,26,75170,650,21
龙吴路11弄,3,67.08,万体馆,6,67084,450,27
梅陇三村,2,40.07,华东理工,6,62390,250,24
银亿徐汇酩悦,5,145.42,斜土路,18,67391,980,4
银亿徐汇酩悦,5,149.38,斜土路,18,82340,1230,4
吴中公寓,4,80.82,田林,22,71764,580,21
东安三村,1,36.67,徐家汇,6,81810,300,39
零陵路289弄,1,37.0,斜土路,5,80540,298,38
东荡小区,2,41.17,上海南站,6,63152,260,23
汾阳路9弄,3,46.56,衡山路,5,115549,538,39
田林十三村,2,48.56,田林,6,75164,365,31
花苑茶花园,2,43.78,康健,6,73092,320,24
东方时空公寓,3,73.97,徐家汇,18,108151,800,14
长春小区,2,48.0,田林,6,68750,330,23
徐汇御景苑,5,119.4,龙华,18,92127,1100,13
天平小区,2,46.24,徐家汇,7,129757,600,22
乐山一村,3,68.0,徐家汇,6,82352,560,22
宛南五村,2,40.44,龙华,6,76656,310,35
俞一小区,3,57.0,龙华,6,71052,405,32
乐山四五村,2,52.9,徐家汇,7,75614,400,27
锦南公寓,5,128.1,徐家汇,9,109289,1400,19
虹桥路400弄,3,78.65,徐家汇,18,86458,680,23
凌云新村,2,40.5,华东理工,6,56790,230,23
东航龙华苑,1,45.68,龙华,6,76619,350,19
桂莘小区,2,43.08,康健,6,81244,350,23
天平小区,3,78.0,徐家汇,20,101282,790,22
田林七村,2,47.26,田林,6,67710,320,35
徐汇馨苑,2,57.84,龙华,15,96818,560,7
东泉小区,3,64.71,植物园,6,57950,375,23
东方时空公寓,2,62.12,徐家汇,19,117514,730,14
清枫大楼,3,60.8,斜土路,18,87171,530,25
徐虹大楼,4,103.53,徐家汇,18,75340,780,20
日晖二村,2,45.18,斜土路,5,74147,335,46
强生花苑,3,85.81,龙华,24,87402,750,16
凯翔小区,3,66.18,万体馆,18,83106,550,26
金轩公寓,2,72.29,徐家汇,20,94757,685,20
盛大花园,4,107.75,龙华,19,91693,988,15
梦蝶苑,5,135.0,龙华,6,74000,999,17
保利星苑,7,207.84,龙华,16,76982,1600,13
东安二村,4,75.6,徐家汇,5,70105,530,52
高邮路5弄,5,171.0,衡山路,4,116959,2000,22
肇嘉浜路107弄,2,34.22,斜土路,6,82407,282,36
解龙小区,2,39.36,龙华,6,78252,308,30
嘉汇广场,4,119.47,徐家汇,30,59429,710,20
谨斜小区,3,62.32,徐家汇,6,80231,500,34
王家堂小区,3,44.2,徐家汇,6,88235,390,26
漕溪大楼,3,54.58,徐家汇,14,87028,475,42
梅陇路394弄,2,46.18,华东理工,6,60632,280,23
景福苑,5,133.9,衡山路,7,125466,1680,15
天钥新村,1,34.66,万体馆,6,82227,285,38
东泉小区,3,59.5,植物园,6,67226,400,23
东泉小区,3,67.83,植物园,6,64130,435,23
金轩公寓,2,72.29,徐家汇,20,100982,730,20
日晖六村,2,57.0,斜土路,6,78070,445,29
万科华尔兹,4,97.67,田林,11,97266,950,16
莱诗邸,5,159.51,徐家汇,29,117860,1880,12
东方曼哈顿,4,98.48,徐家汇,37,116774,1150,14
金牛苑,6,160.4,上海南站,6,51122,820,18
长乐路683号,1,34.77,衡山路,6,103537,360,40
漕溪一村,2,38.12,万体馆,6,77387,295,30
福苑小区,3,70.78,田林,22,72054,510,27
漕溪四村,1,35.21,万体馆,6,82362,290,31
江南新村(徐汇),1,28.08,斜土路,5,65883,185,51
尚海湾豪庭,5,174.82,徐汇滨江,37,102963,1800,8
梅陇四村,3,82.0,华东理工,23,60000,492,21
建国西路211弄,3,60.16,建国西路,6,119680,720,24
龙南七村,3,70.2,龙华,6,66239,465,24
花苑村桂花园,3,60.9,康健,6,65681,400,28
东航龙华苑,3,76.8,龙华,6,71614,550,23
华东花苑,2,57.2,上海南站,6,59440,340,21
瑞金南苑,5,154.04,斜土路,10,92183,1420,17
凯翔小区,5,89.02,万体馆,6,78634,700,24
寿祥坊,3,77.0,康健,18,63636,490,21
兴国路229弄,3,62.0,衡山路,5,111290,690,36
凌云新村,2,50.0,华东理工,6,60000,300,23
凯翔小区,4,82.0,万体馆,5,74756,613,26
乐山六七村,3,59.0,徐家汇,7,79661,470,29
宛南三村,3,60.53,龙华,5,72691,440,34
钦州公寓,2,50.42,田林,18,66441,335,22
田林十二村,3,50.63,田林,6,83942,425,30
田林十四村,1,35.83,田林,6,79542,285,28
钦州花苑,2,58.93,田林,29,67877,400,22
中山新村,1,28.36,斜土路,6,82863,235,31
华东花苑,3,69.56,上海南站,8,62535,435,21
康乐小区(徐汇),1,38.53,康健,5,71372,275,25
樱花园(徐汇),3,62.48,康健,6,64980,406,24
西木小区,2,58.0,斜土路,6,74137,430,32
东方时空公寓,2,45.14,徐家汇,19,117412,530,14
永兆豪庭,4,94.0,漕河泾,16,72872,685,9
日晖二村,2,48.85,斜土路,5,62436,305,63
轻工大楼,2,61.29,斜土路,15,79947,490,29
龙呈家园,2,52.29,龙华,6,75540,395,21
东安二村,1,33.84,徐家汇,6,79196,268,32
海波花苑,4,79.46,龙华,6,75509,600,20
寿德坊,3,47.4,康健,6,71729,340,24
康平路95号,3,56.98,衡山路,6,119340,680,28
龙漕路66弄,2,62.58,龙华,7,75103,470,21
谨斜小区,3,49.82,徐家汇,5,85307,425,35
田林三村,2,39.0,田林,6,66666,260,35
东安四村,2,36.17,徐家汇,6,81559,295,42
民苑小区,3,71.0,徐汇滨江,6,83098,590,18
金浦大楼,4,100.5,万体馆,18,70149,705,20
江南新村(徐汇),2,32.21,斜土路,5,71406,230,51
金谷园,2,55.73,万体馆,18,76798,428,21
漕溪一村,3,46.54,万体馆,6,68758,320,38
梅陇四村,3,59.04,华东理工,6,58434,345,25
龙南三四村,2,47.7,龙华,7,60796,290,23
公安住宅小区,4,94.46,田林,31,71988,680,18
桂平小区,4,86.37,康健,6,65995,570,23
正南花苑,5,114.24,上海南站,6,70028,800,18
龙吴路9弄,3,59.49,万体馆,6,70600,420,21
梅陇七村,3,58.0,华东理工,6,60344,350,24
东安五村,2,41.0,龙华,5,78048,320,35
花苑村玉兰园,3,65.65,康健,6,62452,410,28
漕溪四村,3,62.89,万体馆,6,69963,440,35
漕溪四村,3,52.01,万体馆,6,76139,396,31
江南新村(徐汇),2,32.0,斜土路,5,59375,190,51
茶陵路345弄,1,29.9,斜土路,7,75250,225,30
虹桥路400弄,4,111.97,徐家汇,26,69661,780,19
田林七村,2,39.76,田林,6,71680,285,35
金桂苑(徐汇),4,88.0,康健,24,73863,650,21
龙山新村,2,40.68,万体馆,4,70796,288,64
梅陇三村,2,37.4,华东理工,6,63636,238,27
凌云新村,2,40.12,华东理工,6,61066,245,23
长春小区,3,59.87,田林,6,71822,430,23
科乐苑,4,108.54,徐家汇,24,85682,930,19
乐山六七村,3,59.07,徐家汇,7,89724,530,29
青松小区,3,86.93,徐家汇,26,100080,870,22
茶陵小区,3,57.7,斜土路,6,77989,450,29
康健路120弄,1,35.02,康健,7,91376,320,30
中山新村,1,36.73,斜土路,6,80315,295,34
兴南花园,5,153.0,斜土路,24,78431,1200,22
海斯大厦,6,130.97,徐家汇,16,99259,1300,21
华龙新苑小区,4,81.95,龙华,6,76266,625,22
金桂苑(徐汇),4,115.1,康健,24,58210,670,21
虹二小区,1,33.91,徐家汇,5,84930,288,40
冶金小区(徐汇),2,49.85,田林,5,68204,340,36
梅苑,3,58.65,华东理工,6,57971,340,23
田林十四村,3,69.11,田林,18,86094,595,28
乐山六七村,2,34.1,徐家汇,7,83577,285,29
龙南五村,2,54.1,龙华,6,61552,333,22
东安一村,1,34.13,徐家汇,4,71784,245,61
石龙小区,3,79.81,植物园,3,58889,470,25
襄阳南路277弄,1,36.27,建国西路,6,143369,520,27
大木桥路450弄,2,36.94,斜土路,6,77152,285,31
海波花苑,3,79.35,龙华,6,71833,570,20
天龙苑,5,104.55,龙华,7,78431,820,13
桂平路277弄,3,68.97,康健,6,66695,460,23
申航小区,2,38.69,龙华,6,71336,276,35
中漕小区,3,62.0,徐家汇,6,109677,680,28
东安一村,2,34.38,徐家汇,4,72716,250,61
华利公寓,3,86.0,田林,29,63953,550,20
挹翠苑,4,97.39,植物园,6,73929,720,18
梅陇四村,2,46.28,华东理工,6,54019,250,23
茶陵路345弄,1,26.44,斜土路,7,85854,227,30
西木小区,2,40.0,斜土路,6,82500,330,35
挹翠苑,5,103.12,植物园,6,72245,745,18
瑞金南苑,4,110.36,斜土路,30,99673,1100,14
东安三村,3,50.41,徐家汇,6,75381,380,36
芳草苑(徐汇),5,101.39,万体馆,6,78903,800,17
麦克花园(公寓),2,55.27,上海南站,5,68753,380,22
上缝小区,3,61.32,龙华,6,70123,430,28
锦馨公寓,5,152.14,田林,23,74930,1140,13
梓树园,4,108.49,康健,23,72817,790,18
梅陇四村,4,122.95,华东理工,27,53273,655,20
漕泾一村,3,64.53,康健,6,72524,468,30
凯旋花苑,4,103.0,徐家汇,33,92233,950,16
华利公寓,3,99.0,田林,28,61414,608,22
申峰大厦,4,90.01,徐家汇,26,83324,750,12
金塘小区,4,74.83,华东理工,6,55859,418,22
茶陵路345弄,1,34.0,斜土路,6,77941,265,29
寿山坊,2,48.53,康健,6,67999,330,28
华东花苑,2,57.72,上海南站,7,56306,325,21
广元路139弄,3,70.0,徐家汇,5,140000,980,24
花苑村玉兰园,2,39.0,康健,6,66666,260,29
狮城花苑,4,91.81,龙华,6,67530,620,22
华东花苑,4,110.55,上海南站,6,57892,640,19
梅陇七村,2,49.33,华东理工,6,54733,270,24
梅陇七村,2,51.0,华东理工,6,55882,285,24
俞二小区,4,56.82,龙华,6,66877,380,25
寿山坊,3,63.42,康健,6,64648,410,28
梅陇四村,2,44.73,华东理工,6,57008,255,23
罗城小区,3,65.95,上海南站,6,58377,385,20
宛南五村,3,48.25,龙华,6,76269,368,37
鑫龙苑,4,107.0,龙华,14,70093,750,15
金龙花苑玫瑰园,3,59.2,龙华,6,77702,460,22
创世纪花园,6,196.0,徐家汇,12,91836,1800,18
金牛苑,3,62.12,上海南站,6,64391,400,20
嘉善路232弄,2,52.32,建国西路,6,121368,635,29
华龙公寓(徐汇),3,75.76,衡山路,24,104276,790,24
虹梅南路96弄,3,69.64,华东理工,6,61028,425,23
吴东小区,3,59.5,徐家汇,6,75294,448,29
华理苑,4,91.02,华东理工,6,60426,550,21
东安二村,2,38.47,徐家汇,6,74083,285,59
漕溪四村,2,37.83,万体馆,6,79302,300,31
尚海湾豪庭,3,64.26,徐汇滨江,37,132275,850,8
凌云新村,1,40.13,华东理工,6,61051,245,23
东安一村,4,79.2,徐家汇,6,75505,598,59
龙山新村,2,49.55,万体馆,6,68617,340,64
